id,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
26568,L48849,L,298.2,307.9,1367,31.4,192,0,0,0,0,0,0
5478,L47257,L,298.8,308.9,1455,41.3,76,0,0,0,0,0,0
87961,L56306,L,297.4,308.4,1402,51.7,92,0,0,0,0,0,0
49127,M23700,M,297.3,308.7,1268,57.4,140,0,0,0,0,0,0
1743,L47470,L,298.1,308.4,1448,45.6,105,0,0,0,0,0,0
8128,L54114,L,300.7,311.1,1491,40.1,126,0,0,0,0,0,0
90934,M22532,M,300.5,311.6,1435,44.9,104,0,0,0,0,0,0
96869,L51214,L,301.9,311.0,1448,49.1,54,0,0,0,0,0,0
65638,L53197,L,300.8,310.8,1540,38.5,78,0,0,0,0,0,0
50910,M20351,M,302.7,312.2,2028,19.7,2,0,0,0,0,0,0
22898,L55161,L,301.0,312.3,1445,36.4,92,0,0,0,0,0,0
73841,L52745,L,302.4,311.8,1578,35.7,204,0,0,0,0,0,0
2626,L56272,L,297.3,308.1,1577,34.4,194,0,0,0,0,0,0
83920,H33389,H,302.3,311.5,1540,43.7,81,0,0,0,0,0,0
135134,L49920,L,299.6,309.0,1755,26.0,160,0,0,0,0,0,0
17837,L47330,L,298.4,308.3,1422,59.7,130,0,0,0,0,0,0
700,L52823,L,302.5,312.0,1687,42.0,188,0,0,0,0,0,0
12603,L50190,L,300.5,309.8,1532,37.2,172,0,0,0,0,0,0
136123,L51175,L,302.3,311.3,1408,47.8,0,0,0,0,0,0,0
78486,L48644,L,298.7,309.3,1510,40.6,107,0,0,0,0,0,0
375,L49197,L,298.7,308.5,1602,36.8,46,0,0,0,0,0,0
90692,M16809,M,298.1,308.0,1531,37.8,73,0,0,0,0,0,0
126598,L56546,L,298.0,308.5,1461,46.0,189,0,0,0,0,0,0
46628,L50999,L,302.2,310.7,1459,46.9,139,0,0,0,0,0,0
92884,M17967,M,299.8,309.1,1456,23.7,209,0,0,0,0,0,0
21487,L56116,L,297.4,308.3,1801,26.8,13,0,0,0,0,0,0
14422,M21903,M,300.7,310.6,2006,19.1,108,0,0,0,0,0,0
57829,H31629,H,299.3,308.7,1468,49.7,44,0,0,0,0,0,0
35747,M24276,M,298.1,308.5,1553,40.8,3,0,0,0,0,0,0
52848,L54088,L,301.1,311.7,1613,32.7,123,0,0,0,0,0,0
52460,M15535,M,297.8,309.1,1565,40.7,18,0,0,0,0,0,0
71521,L56124,L,297.3,308.1,1638,33.9,37,0,0,0,0,0,0
89039,L47548,L,297.5,308.4,1394,39.9,37,0,0,0,0,0,0
76381,L53490,L,300.9,310.1,1390,48.8,133,0,0,0,0,0,0
110197,L53258,L,300.8,310.8,1439,45.4,66,0,0,0,0,0,0
129361,L52003,L,303.3,311.8,1736,28.4,205,0,0,0,0,0,0
131017,L52141,L,303.9,312.7,1800,35.6,87,0,0,0,0,0,0
96145,M17612,M,299.7,309.1,1413,46.3,187,0,0,0,0,0,0
59376,L50689,L,301.8,311.0,1609,35.9,162,0,0,0,0,0,0
136254,L54264,L,300.6,310.3,1794,24.4,94,0,0,0,0,0,0
74073,L52069,L,303.8,312.5,1632,36.6,186,0,0,0,0,0,0
57225,L53501,L,300.2,310.2,1286,42.1,16,0,0,0,0,0,0
82442,L49061,L,297.8,307.6,1434,51.2,111,0,0,0,0,0,0
6696,L52633,L,303.0,312.6,1619,40.3,150,0,0,0,0,0,0
109016,M21294,M,300.3,309.9,1536,40.8,4,0,0,0,0,0,0
92857,L49252,L,299.5,309.3,1570,39.4,5,0,0,0,0,0,0
103352,M17173,M,299.1,308.6,1584,36.5,0,0,0,0,0,0,0
45125,L48605,L,298.5,309.7,1386,50.5,2,0,0,0,0,0,0
39575,M17506,M,299.8,309.5,1644,31.1,153,0,0,0,0,0,0
5142,L48175,L,296.3,307.3,1660,29.0,32,0,0,0,0,0,0
92428,L48708,L,298.1,309.0,1544,35.9,45,0,0,0,0,0,0
68229,L53303,L,300.9,310.9,1445,41.5,25,0,0,0,0,0,0
30962,M24669,M,298.4,309.0,1551,36.7,150,0,0,0,0,0,0
136082,L55922,L,297.4,308.8,1467,39.6,128,0,0,0,0,0,0
38541,L47694,L,297.5,309.2,1620,32.7,28,0,0,0,0,0,0
135243,L55271,L,300.2,311.6,1492,40.2,157,0,0,0,0,0,0
124344,L55410,L,299.1,310.5,1542,39.9,72,0,0,0,0,0,0
51395,L56685,L,299.2,310.3,1429,40.1,26,0,0,0,0,0,0
98804,H33648,H,302.2,310.8,1422,48.7,72,0,0,0,0,0,0
123666,L47259,L,298.8,308.9,1402,41.7,2,0,0,0,0,0,0
122393,L52933,L,302.2,311.6,1438,54.1,33,0,0,0,0,0,0
67305,L48900,L,298.2,307.8,1359,46.7,89,0,0,0,0,0,0
19233,L51778,L,302.4,310.3,1952,21.9,119,0,0,0,0,0,0
48233,H38043,H,297.3,308.4,1556,39.3,47,0,0,0,0,0,0
51627,L56957,L,298.7,309.6,1254,57.6,49,0,0,0,0,0,0
56270,L57015,L,298.6,309.3,1433,44.2,6,0,0,0,0,0,0
68396,M19287,M,302.4,310.1,1418,44.8,17,0,0,0,0,0,0
13068,H32915,H,301.9,311.0,1572,34.3,137,0,0,0,0,0,0
86473,L52856,L,302.4,311.8,1548,44.5,59,0,0,0,0,0,0
122604,L55265,L,300.2,311.4,1331,49.8,162,0,0,0,0,0,0
29433,L55257,L,300.3,311.8,1488,42.0,113,0,0,0,0,0,0
133815,L47418,L,298.0,308.2,1489,46.6,193,0,0,0,0,0,0
120701,L49218,L,299.0,308.8,1871,22.8,103,0,0,0,0,0,0
15165,M15502,M,298.6,309.4,1668,27.4,129,0,0,0,0,0,0
108198,M23255,M,298.7,309.8,1412,41.3,125,0,0,0,0,0,0
89366,L56111,L,297.4,308.3,1522,43.2,2,0,0,0,0,0,0
115471,L53611,L,300.3,309.8,1518,39.2,26,0,0,0,0,0,0
121926,L55386,L,299.3,310.8,1472,40.9,126,0,0,0,0,0,0
124175,H36066,H,301.5,310.4,1580,35.8,161,0,0,0,0,0,0
76603,L57149,L,298.4,307.9,1550,38.3,156,0,0,0,0,0,0
17966,L50689,L,301.8,311.0,1543,31.9,162,0,0,0,0,0,0
30185,H34591,H,304.0,313.1,1388,57.4,93,0,0,0,0,0,0
104384,L50927,L,302.4,311.1,1499,52.1,135,0,0,0,0,0,0
78077,M17124,M,299.3,308.4,1415,43.5,53,0,0,0,0,0,0
134798,H37244,H,300.1,311.4,1408,39.9,0,0,0,0,0,0,0
20254,H37732,H,298.8,309.7,1565,32.2,94,0,0,0,0,0,0
67736,L48773,L,298.0,308.3,1443,44.7,213,0,0,0,0,0,0
43437,M18617,M,302.1,311.1,1516,33.7,174,0,0,0,0,0,0
94289,L49870,L,300.2,309.7,1428,45.7,13,0,0,0,0,0,0
61607,M17830,M,300.6,309.5,1540,33.9,63,0,0,0,0,0,0
99107,L49464,L,299.2,308.5,1378,53.4,146,0,0,0,0,0,0
86452,L55914,L,297.3,308.7,1683,41.5,13,0,0,0,0,0,0
65726,L54264,L,300.6,310.3,1794,24.4,0,0,0,0,0,0,0
38550,L51890,L,303.4,311.7,1401,66.2,166,0,0,0,0,0,0
54340,M16851,M,298.2,307.8,1475,47.0,146,0,0,0,0,0,0
93620,L56918,L,299.0,310.0,1397,49.6,190,0,0,0,0,0,0
69289,H34746,H,303.6,312.7,1403,47.5,57,0,0,0,0,0,0
79721,L55467,L,298.9,310.6,1585,38.3,185,0,0,0,0,0,0
125044,H33781,H,302.0,309.9,1540,37.9,185,0,0,0,0,0,0
2851,L53428,L,300.8,310.1,1376,53.6,13,0,0,0,0,0,0
33336,L50302,L,300.0,309.3,1462,39.7,37,0,0,0,0,0,0
49055,L56086,L,297.3,308.7,1530,37.8,158,0,0,0,0,0,0
118463,L53282,L,300.7,310.7,1442,42.5,49,0,0,0,0,0,0
42841,L48839,L,298.1,308.0,1697,29.9,164,0,0,0,0,0,0
31,H35898,H,300.6,309.8,1423,22.5,129,0,0,0,0,0,0
82511,M17148,M,299.4,308.6,1432,41.5,109,0,0,0,0,0,0
59845,L53940,L,301.5,311.1,1412,45.6,148,0,0,0,0,0,0
58352,L47371,L,298.2,308.4,1666,34.6,0,0,0,0,0,0,0
70780,M23629,M,297.5,308.7,1359,51.7,158,0,0,0,0,0,0
8417,L54835,L,300.4,311.5,1465,42.5,180,0,0,0,0,0,0
68105,L48150,L,295.8,307.1,1568,35.1,111,0,0,0,0,0,0
57363,L55420,L,299.0,310.4,1520,40.9,121,0,0,0,0,0,0
105722,L55961,L,297.6,308.7,1429,51.0,27,0,0,0,0,0,0
127669,L50892,L,302.3,311.1,1709,30.1,39,0,0,0,0,0,0
42445,L56258,L,297.3,308.1,1566,47.7,8,0,0,0,0,0,0
117205,H34183,H,303.6,311.8,1488,41.4,215,0,0,0,0,0,0
23465,L50217,L,300.5,309.7,1685,31.1,7,0,0,0,0,0,0
12246,L56161,L,297.0,307.7,1374,50.5,126,0,0,0,0,0,0
12929,L49970,L,300.4,309.6,1350,52.9,71,0,0,0,0,0,0
95569,H38790,H,297.7,308.4,1517,38.7,96,0,0,0,0,0,0
41759,L51239,L,302.0,310.8,1465,44.3,57,0,0,0,0,0,0
23964,M18484,M,302.2,311.4,1471,46.0,68,0,0,0,0,0,0
130993,L51481,L,301.7,310.6,1334,49.2,7,0,0,0,0,0,0
85977,L51659,L,302.4,310.4,1923,21.5,18,0,0,0,0,0,0
134636,L56763,L,299.3,310.5,1378,49.0,12,0,0,0,0,0,0
56296,L56484,L,298.4,309.2,1425,45.5,121,0,0,0,0,0,0
134321,L48165,L,296.4,307.2,1748,25.3,119,0,0,0,0,0,0
15690,M16116,M,297.5,308.9,1398,57.3,12,0,0,0,0,0,0
40106,L48318,L,296.9,307.8,1557,37.7,142,0,0,0,0,0,0
511,L49720,L,299.1,308.8,1394,48.1,89,0,0,0,0,0,0
66190,L56041,L,297.9,309.1,1657,33.1,30,0,0,0,0,0,0
76270,L50160,L,300.4,309.5,1445,46.2,110,0,0,0,0,0,0
61689,L56452,L,298.2,308.6,1353,54.1,59,0,0,0,0,0,0
128399,L50657,L,301.8,310.7,1547,33.7,72,0,0,0,0,0,0
33200,L55728,L,298.5,309.4,1471,46.1,71,0,0,0,0,0,0
84919,M24098,M,298.2,308.7,1512,35.4,127,0,0,0,0,0,0
120400,M18454,M,301.6,310.4,1558,36.7,202,0,0,0,0,0,0
88547,L55426,L,299.0,310.3,1552,39.9,85,0,0,0,0,0,0
7043,L57047,L,298.9,309.9,1411,48.6,0,0,0,0,0,0,0
135038,L56546,L,298.0,308.4,1461,48.0,65,0,0,0,0,0,0
55943,L53060,L,301.4,311.1,1418,44.6,158,0,0,0,0,0,0
2775,L53915,L,301.6,310.7,1533,35.9,148,0,0,0,0,0,0
65840,L50995,L,302.2,310.7,1677,29.7,100,0,0,0,0,0,0
61358,M17244,M,299.0,308.6,1506,39.5,85,0,0,0,0,0,0
91530,L48894,L,298.1,307.8,1565,37.2,76,0,0,0,0,0,0
134131,L56112,L,297.4,308.4,1671,29.6,7,0,0,0,0,0,0
52081,L56791,L,299.0,310.2,1471,46.3,87,0,0,0,0,0,0
84843,L56471,L,298.2,309.0,1353,57.8,85,0,0,0,0,0,0
92207,L53204,L,300.7,311.0,1450,43.6,66,0,0,0,0,0,0
13716,L48221,L,296.6,307.5,1556,32.3,86,0,0,0,0,0,0
22746,L55212,L,300.8,312.0,1383,48.6,9,0,0,0,0,0,0
72203,L50708,L,301.9,310.6,1364,55.1,174,0,0,0,0,0,0
70174,L54768,L,300.4,311.1,2013,20.1,181,0,0,0,0,0,0
73880,L55379,L,299.3,310.7,1674,30.4,12,0,0,0,0,0,0
129474,L54368,L,300.4,310.4,1659,32.1,46,0,0,0,0,0,0
6835,M16816,M,297.9,307.7,1665,28.9,170,0,0,0,0,0,0
20401,L49000,L,298.1,307.5,1493,43.7,115,0,0,0,0,0,0
1411,M24468,M,298.9,310.0,1375,47.1,113,0,0,0,0,0,0
68060,M23105,M,299.0,310.4,1483,50.7,95,0,0,0,0,0,0
125472,L51895,L,303.4,311.7,1476,40.6,124,0,0,0,0,0,0
17434,L54367,L,300.4,310.5,1529,42.0,0,0,0,0,0,0,0
132297,L50747,L,301.8,310.5,1596,34.1,93,0,0,0,0,0,0
71204,H32278,H,300.7,309.6,1477,39.9,246,0,0,0,0,0,0
15561,M17229,M,299.2,308.5,1331,60.4,86,0,0,0,0,0,0
88666,L51278,L,302.0,310.3,1465,41.9,196,0,0,0,0,0,0
39595,M24225,M,298.0,308.0,1434,49.9,35,0,0,0,0,0,0
38440,L49120,L,298.1,307.9,1578,40.6,55,0,0,0,0,0,0
78596,L51239,L,302.0,310.9,1460,44.5,190,0,0,0,0,0,0
108552,L55737,L,298.3,309.0,1662,31.5,93,0,0,0,0,0,0
113004,M22040,M,300.2,310.2,1477,37.7,27,0,0,0,0,0,0
129615,H31547,H,299.4,309.0,1762,28.0,141,0,0,0,0,0,0
121892,L53940,L,301.3,310.8,1416,42.8,0,0,0,0,0,0,0
12749,L47306,L,298.9,308.4,1544,36.6,92,0,0,0,0,0,0
19901,L56038,L,297.8,308.9,1540,33.5,44,0,0,0,0,0,0
106500,M15600,M,296.9,308.6,1496,46.6,186,0,0,0,0,0,0
48487,L48786,L,297.8,307.7,1604,33.5,25,0,0,0,0,0,0
42699,L54095,L,301.0,311.4,1555,32.9,188,0,0,0,0,0,0
4780,L49976,L,300.2,309.5,1447,44.5,80,0,0,0,0,0,0
62564,M18976,M,301.9,310.5,1864,23.6,96,0,0,0,0,0,0
80959,L51633,L,302.5,310.4,1400,53.7,175,0,0,0,0,0,0
70875,L56256,L,297.2,308.1,1474,29.0,152,0,0,0,0,0,0
92888,L50600,L,301.6,310.6,1634,31.1,146,0,0,0,0,0,0
60637,L55265,L,300.2,311.4,1501,36.3,143,0,0,0,0,0,0
38487,L51514,L,301.7,309.8,1442,50.5,91,0,0,0,0,0,0
20285,L53368,L,301.0,310.9,1450,30.8,200,0,0,0,0,0,0
104626,L47515,L,297.3,308.6,1604,30.3,166,0,0,0,0,0,0
15160,L53142,L,300.5,310.8,1372,54.5,0,0,0,0,0,0,0
77189,L54693,L,300.0,311.4,1412,45.5,109,0,0,0,0,0,0
28893,M21656,M,301.3,310.8,1300,55.3,49,0,0,0,0,0,0
71030,L53024,L,301.4,311.1,1488,42.6,41,0,0,0,0,0,0
52834,L56179,L,297.2,307.9,1385,53.8,21,0,0,0,0,0,0
10314,L49311,L,299.4,309.1,1430,49.0,137,0,0,0,0,0,0
19664,L47795,L,298.1,309.9,1442,45.8,58,0,0,0,0,0,0
17214,L53487,L,301.0,310.1,1533,43.3,119,0,0,0,0,0,0
128020,L54406,L,299.7,309.6,1399,51.3,74,0,0,0,0,0,0
12409,L55756,L,297.6,308.4,1588,32.7,137,0,0,0,0,0,0
129444,L56253,L,297.2,308.1,1570,35.7,136,0,0,0,0,0,0
68683,L56304,L,297.4,308.4,1348,56.5,70,0,0,0,0,0,0
15056,L49528,L,299.3,308.4,1304,57.8,28,0,0,0,0,0,0
15653,L53843,L,301.6,310.6,1396,46.7,114,0,0,0,0,0,0
56038,L52877,L,302.5,311.9,1620,32.7,106,0,0,0,0,0,0
13012,M16073,M,297.0,308.0,1398,50.2,59,0,0,0,0,0,0
7019,L48887,L,298.1,307.8,1666,32.8,67,0,0,0,0,0,0
77195,L54162,L,300.7,311.0,1314,60.0,148,0,0,0,0,0,0
31348,L55253,L,300.5,312.0,1375,43.2,108,0,0,0,0,0,0
13847,M24307,M,298.1,308.9,1388,40.2,88,0,0,0,0,0,0
66165,L56484,L,298.3,309.1,1532,37.7,126,0,0,0,0,0,0
131041,M18914,M,302.0,310.6,1452,43.4,44,0,0,0,0,0,0
68570,L53134,L,300.7,310.7,1445,41.3,109,0,0,0,0,0,0
97190,L51841,L,303.4,311.3,1639,34.9,5,0,0,0,0,0,0
19659,L55753,L,297.6,308.4,1548,36.1,130,0,0,0,0,0,0
23078,L53233,L,300.8,310.9,1748,29.9,198,0,0,0,0,0,0
13766,L51638,L,302.6,310.4,1678,29.1,189,0,0,0,0,0,0
45051,L52175,L,303.6,312.6,1471,47.5,124,0,0,0,0,0,0
92262,L54511,L,299.9,310.3,1707,26.3,196,0,0,0,0,0,0
126215,L56869,L,299.0,310.1,1452,42.9,46,0,0,0,0,0,0
16661,M18584,M,302.3,311.2,1507,47.7,7,0,0,0,0,0,0
104611,L51145,L,302.3,311.4,1438,44.9,30,0,0,0,0,0,0
11675,L56400,L,297.8,308.9,1367,44.4,108,0,0,0,0,0,0
46069,L57161,L,298.7,308.5,1353,47.0,57,0,0,0,0,0,0
28937,L53962,L,301.3,310.8,1497,40.8,57,0,0,0,0,0,0
17341,L56406,L,298.0,309.1,1532,46.0,122,0,0,0,0,0,0
77659,L55254,L,300.6,312.0,1631,34.9,115,0,0,0,0,0,0
107758,M16221,M,298.7,310.1,1535,37.3,63,0,0,0,0,0,0
28070,L49295,L,299.4,309.0,1404,44.7,87,0,0,0,0,0,0
2831,L49295,L,299.5,309.2,1388,48.1,86,0,0,0,0,0,0
13984,H30623,H,297.0,308.1,1597,36.6,124,0,0,0,0,0,0
64525,L54428,L,300.0,309.9,1762,28.0,202,0,0,0,0,0,0
121135,M18506,M,302.2,311.5,1522,43.7,85,0,0,0,0,0,0
17319,M24753,M,298.9,309.6,1433,55.3,27,0,0,0,0,0,0
107373,H34422,H,303.9,313.0,1403,45.0,7,0,0,0,0,0,0
55505,L54707,L,300.1,311.3,1470,40.8,40,0,0,0,0,0,0
72831,L53846,L,301.3,310.4,1738,51.4,36,0,0,0,0,0,0
9339,L54778,L,300.5,311.1,1442,47.7,9,0,0,0,0,0,0
37347,L49734,L,299.3,309.1,1531,40.3,127,0,0,0,0,0,0
91713,L48859,L,298.0,307.5,1644,34.8,217,0,0,0,0,0,0
91014,L56257,L,297.3,308.1,1566,31.1,154,0,0,0,0,0,0
28062,M21364,M,300.5,309.7,1288,61.0,212,0,0,0,0,0,0
81607,H39043,H,298.9,310.1,1544,19.7,137,0,0,0,0,0,0
63612,M23943,M,297.2,307.9,1541,42.1,169,0,0,0,0,0,0
32879,M23777,M,297.2,308.6,1366,54.1,144,0,0,0,0,0,0
18958,H37757,H,298.8,309.7,1437,48.2,164,0,0,0,0,0,0
49983,L50243,L,300.1,309.1,1732,30.3,53,0,0,0,0,0,0
129530,M17730,M,300.6,309.7,1519,39.7,16,0,0,0,0,0,0
102122,M21464,M,301.5,310.6,1438,37.4,37,0,0,0,0,0,0
101193,L49052,L,298.3,308.1,1622,32.9,90,0,0,0,0,0,0
86585,L47982,L,296.9,307.8,1571,36.2,102,0,0,0,0,0,0
553,L56352,L,297.7,308.8,1525,42.9,193,0,0,0,0,0,0
4057,L56100,L,297.1,308.1,1712,28.5,194,0,0,0,0,0,0
27013,M23135,M,298.9,310.5,1528,35.9,197,0,0,0,0,0,0
38355,L53535,L,300.1,309.8,1419,47.7,71,0,0,0,0,0,0
77251,L49351,L,299.5,309.2,1615,30.2,162,0,0,0,0,0,0
69469,L53197,L,300.8,310.9,1698,30.8,50,0,0,0,0,0,0
93766,M19089,M,302.2,310.8,1435,41.8,41,0,0,0,0,0,0
111063,L52694,L,302.8,311.7,1505,39.8,63,0,0,0,0,0,0
94975,L53152,L,300.5,310.8,1816,27.4,9,0,0,0,0,0,0
32294,L51277,L,302.1,310.4,1603,34.1,148,0,0,0,0,0,0
102973,L49864,L,299.8,309.3,1675,27.5,25,0,0,0,0,0,0
47355,L47936,L,296.8,308.0,1535,36.8,227,0,0,0,0,0,0
95412,L49232,L,299.5,309.3,1408,47.7,121,0,0,0,0,0,0
27689,L53345,L,300.8,310.7,1528,39.2,205,0,0,0,0,0,0
12464,L53448,L,300.8,310.5,1396,47.7,22,0,0,0,0,0,0
62341,L52070,L,303.7,312.4,1656,28.4,188,0,0,0,0,0,0
126036,L56484,L,298.3,309.1,1432,48.6,123,0,0,0,0,0,0
79855,L50658,L,301.8,310.7,1510,45.8,7,0,0,0,0,0,0
134924,L55073,L,300.9,312.7,1416,49.3,112,0,0,0,0,0,0
30951,L53635,L,300.7,310.1,1565,49.1,179,0,0,0,0,0,0
17997,L47679,L,297.5,309.1,1501,36.2,0,0,0,0,0,0,0
89464,L55169,L,301.1,312.3,1430,37.9,124,0,0,0,0,0,0
90789,L54769,L,300.4,311.0,1525,41.2,197,0,0,0,0,0,0
64859,L53770,L,301.7,310.7,1450,43.0,5,0,0,0,0,0,0
53514,L54289,L,300.9,310.5,1465,40.9,107,0,0,0,0,0,0
25496,L54820,L,300.4,311.4,1309,57.4,114,0,0,0,0,0,0
8164,M22573,M,300.5,311.4,2072,18.8,9,0,0,0,0,0,0
103461,L52945,L,301.7,311.3,1515,40.9,92,0,0,0,0,0,0
53721,L53355,L,300.9,310.8,1517,44.3,64,0,0,0,0,0,0
127324,L48684,L,298.0,308.7,1484,50.7,208,0,0,0,0,0,0
66121,L49902,L,299.6,309.2,1412,44.8,115,0,0,0,0,0,0
111077,L51068,L,302.3,311.2,1438,52.0,158,0,0,0,0,0,0
52911,L53857,L,301.5,310.7,1383,42.9,100,0,0,0,0,0,0
93077,L53172,L,300.9,310.8,1288,55.3,225,0,0,0,0,0,0
111421,L50000,L,300.2,309.4,1436,48.8,135,0,0,0,0,0,0
79188,L50504,L,301.5,310.5,1513,40.6,125,0,0,0,0,0,0
19397,L48642,L,298.5,309.4,1356,48.1,103,0,0,0,0,0,0
110764,L48257,L,296.8,307.6,1547,35.5,179,0,0,0,0,0,0
15458,L53339,L,301.0,311.1,1465,58.0,179,0,0,0,0,0,0
25382,L52163,L,303.8,313.1,1399,25.8,211,0,0,0,0,0,0
15713,L55161,L,301.2,312.4,1445,36.4,105,0,0,0,0,0,0
83438,L56375,L,297.9,309.0,1422,47.0,43,0,0,0,0,0,0
48391,L56100,L,297.1,308.2,1433,39.3,181,0,0,0,0,0,0
38559,L50562,L,301.3,310.4,1442,48.1,51,0,0,0,0,0,0
131348,M21481,M,301.7,310.6,1689,34.1,192,0,0,0,0,0,0
122385,M24731,M,298.9,309.8,1373,21.7,105,0,0,0,0,0,0
60919,L55784,L,297.4,308.2,2056,20.1,54,0,0,0,0,0,0
66905,M23751,M,297.7,308.9,1681,32.1,116,0,0,0,0,0,0
27515,L49710,L,298.9,308.7,1585,31.8,49,0,0,0,0,0,0
9469,H34308,H,304.0,312.7,1372,52.3,160,0,0,0,0,0,0
19812,L51721,L,302.4,310.4,1564,46.8,179,0,0,0,0,0,0
112448,L56473,L,298.2,309.0,1568,36.0,91,0,0,0,0,0,0
41477,L50363,L,300.1,309.3,1616,28.4,199,0,0,0,0,0,0
110389,L49345,L,299.5,309.1,1476,38.5,129,0,0,0,0,0,0
64947,L53433,L,300.8,310.2,1488,41.1,202,0,0,0,0,0,0
134097,L53619,L,300.6,310.1,1656,32.7,64,0,0,0,0,0,0
6538,L47535,L,297.6,308.3,1472,41.5,11,0,0,0,0,0,0
79103,M20934,M,301.0,310.8,1533,39.3,47,0,0,0,0,0,0
72009,L52712,L,302.4,311.8,1360,46.7,112,0,0,0,0,0,0
43284,L48607,L,298.8,309.8,1493,40.3,70,0,0,0,0,0,0
67216,L50621,L,301.4,310.4,1639,29.6,199,0,0,0,0,0,0
122069,L50046,L,300.6,309.1,1566,30.2,23,0,0,0,0,0,0
64513,M23593,M,297.3,308.9,1341,51.4,113,0,0,0,0,0,0
114673,L50079,L,300.6,309.6,1564,38.8,98,0,0,0,0,0,0
116008,M23146,M,298.8,310.0,1596,32.8,4,0,0,0,0,0,0
69832,L47537,L,297.6,308.4,1390,48.9,173,0,0,0,0,0,0
26464,M16308,M,299.0,310.1,1550,34.6,70,0,0,0,0,0,0
17510,M19890,M,304.0,313.1,1437,48.3,104,0,0,0,0,0,0
48231,H30185,H,296.9,308.0,1546,42.0,0,0,0,0,0,0,0
51841,M21085,M,301.1,310.4,1477,38.1,141,0,0,0,0,0,0
116324,M23547,M,297.2,308.5,1357,50.8,188,0,0,0,0,0,0
26291,L53255,L,301.0,310.7,1813,28.5,104,0,0,0,0,0,0
101095,L48021,L,296.6,307.5,1565,38.7,199,0,0,0,0,0,0
107058,M23293,M,298.7,310.1,1401,50.7,5,0,0,0,0,0,0
108627,M24676,M,298.5,309.2,1404,50.0,170,0,0,0,0,0,0
56314,M23950,M,297.2,307.9,1747,29.0,57,0,0,0,0,0,0
85646,M24560,M,299.0,310.0,1882,23.8,0,0,0,0,0,0,0
88706,L53493,L,301.0,310.3,1675,30.4,44,0,0,0,0,0,0
134400,L50799,L,302.0,311.2,1481,38.1,16,0,0,0,0,0,0
4361,M22243,M,299.6,310.2,1410,43.5,105,0,0,0,0,0,0
64316,L54901,L,300.5,311.6,1448,56.3,111,0,0,0,0,0,0
122267,M22349,M,300.2,311.6,1476,36.0,44,0,0,0,0,0,0
92311,L55512,L,298.7,309.7,1486,34.6,119,0,0,0,0,0,0
32848,L53258,L,300.8,310.7,1493,38.1,23,0,0,0,0,0,0
36260,L50700,L,301.8,311.0,1679,30.8,191,0,0,0,0,0,0
33405,L51068,L,302.3,311.2,1390,49.9,55,0,0,0,0,0,0
70601,L50644,L,301.6,310.5,1593,33.3,114,0,0,0,0,0,0
81947,L54946,L,300.4,311.4,1318,44.1,13,0,0,0,0,0,0
57217,L50062,L,300.6,309.4,1487,32.8,78,0,0,0,0,0,0
42930,L55533,L,298.7,309.6,1567,36.8,189,0,0,0,0,0,0
82605,L47253,L,299.0,309.0,1560,45.0,9,0,0,0,0,0,0
40286,M16691,M,297.8,307.3,1841,24.2,180,0,0,0,0,0,0
33625,H32274,H,300.6,309.4,1389,52.1,85,0,0,0,0,0,0
102653,L52990,L,301.3,311.0,1335,55.6,189,0,0,0,0,0,0
135881,M16334,M,298.7,309.8,1616,31.4,12,0,0,0,0,0,0
103437,L56719,L,299.4,310.8,1372,47.7,109,0,0,0,0,0,0
80982,L57141,L,298.2,307.9,1575,37.7,137,0,0,0,0,0,0
12186,L52751,L,302.5,312.0,1444,47.5,10,0,0,0,0,0,0
128163,L52083,L,303.6,312.4,1532,38.7,12,0,0,0,0,0,0
121078,L47658,L,297.4,309.0,1552,35.8,161,0,0,0,0,0,0
109224,M23953,M,297.3,308.1,1709,47.3,196,0,0,0,0,0,0
33152,L55456,L,298.7,310.1,1391,52.7,188,0,0,0,0,0,0
131672,L52706,L,302.5,311.9,1520,38.8,152,0,0,0,0,0,0
119498,L50306,L,300.0,309.4,1716,30.5,48,0,0,0,0,0,0
68833,L53353,L,300.8,310.7,1633,35.9,0,0,0,0,0,0,0
134199,L50628,L,301.6,310.6,1433,41.3,216,0,0,0,0,0,0
31219,L53199,L,300.7,310.7,1501,38.3,2,0,0,0,0,0,0
93464,L55409,L,299.1,310.5,1629,33.3,139,0,0,0,0,0,0
27734,M18046,M,300.2,309.4,1456,48.8,173,0,0,0,0,0,0
86895,H39148,H,298.9,310.0,1894,24.2,22,0,0,0,0,0,0
98225,M18654,M,302.1,311.3,1659,31.4,48,0,0,0,0,0,0
57465,L49210,L,298.9,308.6,1391,49.6,79,0,0,0,0,0,0
48188,L49056,L,298.3,308.1,1923,23.0,98,0,0,0,0,0,0
75955,M21748,M,301.0,311.4,1496,40.5,116,0,0,0,0,0,0
113864,L48545,L,298.6,310.0,1471,42.8,121,0,0,0,0,0,0
4907,L56816,L,298.9,310.0,1362,57.4,158,0,0,0,0,0,0
44881,M24373,M,299.0,310.2,1426,33.4,95,0,0,0,0,0,0
84612,L51572,L,302.2,310.1,1488,42.9,20,0,0,0,0,0,0
79674,L53302,L,301.0,311.0,1635,32.6,0,0,0,0,0,0,0
