id,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
25206,L53258,L,300.8,310.7,1339,59.1,203,1,1,0,0,0,0
25211,M17531,M,299.7,309.3,1680,31.9,221,1,1,0,0,0,0
25421,L51591,L,302.5,310.3,1378,54.6,17,1,0,1,0,0,0
25642,L53435,L,301.0,310.5,1379,57.4,204,1,0,0,0,0,0
25647,L49560,L,299.2,308.5,1372,60.9,202,1,0,0,0,1,0
25764,L51652,L,302.7,310.6,1312,55.6,179,1,0,1,0,0,0
25872,M19283,M,302.6,310.2,1335,53.5,97,1,0,1,0,0,0
25880,L56839,L,299.1,310.0,1441,48.3,210,1,0,0,0,1,0
25903,M19541,M,303.6,311.8,1312,47.5,61,1,0,1,0,0,0
25945,L51592,L,301.8,309.5,1325,66.9,66,1,0,1,0,1,0
26045,L48464,L,298.3,309.4,1549,15.3,59,1,0,0,0,0,0
26047,L52661,L,302.6,312.1,1329,61.4,198,1,0,0,0,1,0
26091,L51764,L,302.8,311.1,1346,52.3,80,1,0,1,0,0,0
26092,M19232,M,301.9,309.6,1349,51.7,201,1,0,1,0,0,0
26105,L51422,L,302.4,311.0,1359,50.9,81,1,0,1,0,0,0
26122,L51281,L,301.9,310.4,1438,46.7,197,1,0,0,0,1,0
26142,L51261,L,302.0,310.4,1336,58.2,119,1,0,1,0,0,0
26148,L53271,L,300.9,310.7,1412,57.5,16,1,1,0,0,0,0
26158,L52011,L,303.5,312.0,1255,62.0,30,1,0,0,0,0,0
26310,L53701,L,301.2,310.1,1429,44.4,40,1,1,0,0,0,0
26324,L50231,L,300.2,309.2,1369,53.8,59,1,0,0,0,1,0
26342,L55686,L,298.4,309.6,1412,41.8,147,1,0,0,0,0,0
26564,L53428,L,301.1,310.1,1405,41.1,189,1,0,0,0,0,0
26599,L47349,L,298.4,308.3,1385,41.7,225,1,1,0,0,0,0
26682,L55110,L,300.6,311.6,1372,48.0,203,1,1,0,0,0,0
26749,L51299,L,302.1,310.4,1325,45.1,208,1,0,1,0,0,0
26832,L56868,L,299.0,310.1,1361,59.3,53,1,0,0,0,1,0
26984,L50509,L,301.6,310.7,1373,43.9,94,1,0,0,0,0,0
27133,L56198,L,297.1,308.1,1615,35.4,217,1,1,0,0,0,0
27173,L47691,L,297.5,309.3,1479,61.0,22,1,0,0,1,0,0
27291,L51335,L,302.2,310.7,1372,55.4,112,1,0,1,0,0,0
27312,M19041,M,302.2,310.7,1362,40.4,154,1,0,1,0,0,0
27347,L51859,L,303.6,311.6,1355,51.9,90,1,0,1,0,0,0
27405,L51792,L,303.0,311.3,2194,16.5,205,1,0,0,0,0,0
27445,L51586,L,302.5,310.3,1334,72.0,151,1,0,1,1,0,0
27542,M20373,M,302.9,312.4,1452,50.4,203,1,1,0,0,0,0
27603,L52580,L,302.7,312.5,1477,46.3,251,1,0,0,0,1,0
27619,L48083,L,295.7,306.2,2270,14.6,149,1,0,0,0,0,0
27740,L50199,L,300.4,309.8,1379,54.2,207,1,0,0,0,1,0
27808,L56226,L,297.3,308.1,1230,54.8,59,1,0,0,0,1,0
27812,L51394,L,301.9,310.5,1373,49.9,13,1,0,1,0,0,0
27997,L50411,L,301.0,309.3,2874,4.6,98,1,0,0,1,0,0
28057,M19249,M,302.0,309.7,1394,47.7,5,1,0,1,0,0,0
28064,L51509,L,302.0,309.9,2421,13.9,71,1,0,0,0,0,0
28081,L55686,L,298.4,309.7,1710,35.0,163,1,0,0,0,0,0
28250,L48331,L,297.0,307.9,1350,61.0,170,1,0,0,1,0,0
28293,L53435,L,301.0,310.5,1389,57.3,204,1,0,0,0,1,0
28294,L51228,L,301.9,311.0,1449,48.1,31,1,0,0,0,0,0
28327,L50490,L,301.3,310.4,2672,12.8,7,1,0,0,1,0,0
28338,M17483,M,299.6,309.4,1243,76.4,83,1,0,0,1,0,0
28444,H35754,H,300.5,309.9,1397,45.9,210,1,0,0,0,1,0
28477,L53270,L,300.9,310.8,1708,29.1,14,1,0,0,1,0,0
28500,L52033,L,303.7,312.2,1363,54.7,94,1,0,0,0,1,0
28574,L49305,L,299.3,308.9,1449,44.2,119,1,0,0,0,0,0
28578,L53270,L,300.9,310.8,2659,11.4,14,1,0,0,1,0,0
28668,L48969,L,298.1,307.8,1313,67.3,67,1,0,0,0,0,0
28701,L50869,L,302.1,311.4,1368,52.7,194,1,0,0,0,0,0
28741,M18760,M,302.6,311.0,2633,10.7,86,1,0,0,0,0,0
28766,L51915,L,303.3,311.5,1355,44.0,45,1,0,1,0,0,0
28861,M22286,M,300.0,311.4,1466,29.0,216,1,0,0,0,0,0
28908,L49077,L,297.8,307.4,1376,63.0,155,1,0,0,0,1,0
28919,L50100,L,300.7,309.6,2153,17.3,222,1,0,0,0,0,0
28940,L51970,L,303.4,311.9,1379,55.9,19,1,0,1,0,0,0
28972,M20396,M,302.3,311.8,1363,43.3,119,1,0,0,0,0,0
28983,L56673,L,299.1,309.8,1398,55.4,217,1,0,0,0,0,0
29014,L51764,L,302.8,311.1,1351,52.3,82,1,0,1,0,0,0
29042,L57139,L,298.1,307.8,2579,13.0,135,1,0,0,1,0,0
29089,L51590,L,302.5,310.2,1306,64.7,64,1,0,1,0,0,0
29095,M19233,M,301.9,309.7,1316,49.9,176,1,0,1,0,0,0
29153,M22202,M,299.7,310.3,2691,10.2,0,1,0,0,1,0,0
29211,L56264,L,297.2,307.9,1326,52.1,179,1,0,0,1,1,0
29254,L56217,L,297.3,308.3,1366,48.0,45,1,0,0,0,0,0
29362,L54690,L,300.5,311.8,1524,45.8,214,1,1,0,0,0,0
29398,L51961,L,303.7,311.7,1384,45.9,187,1,0,1,0,0,0
29539,L53121,L,300.7,311.0,1438,49.3,106,1,0,0,0,0,0
29732,L49857,L,299.9,309.5,1268,66.7,188,1,0,0,0,1,0
29749,L54262,L,300.7,310.4,1327,61.3,203,1,0,0,0,1,0
29884,L51108,L,302.6,311.5,1532,36.8,169,1,0,0,0,0,0
29887,L52399,L,304.3,313.5,1495,35.7,205,1,1,0,0,0,0
29902,L51814,L,303.1,311.2,1313,61.8,98,1,0,1,0,0,0
29913,L49191,L,298.7,308.5,2636,12.2,104,1,0,0,1,0,0
29917,M19179,M,301.6,310.2,1295,59.1,60,1,0,1,0,0,0
29949,L52668,L,302.7,312.2,1450,54.1,213,1,0,0,1,0,0
29985,L47622,L,297.4,309.3,1399,59.5,20,1,0,0,1,0,0
30081,L51540,L,302.1,310.1,1379,48.8,164,1,0,1,0,0,0
30189,L51304,L,302.1,310.6,1372,62.3,68,1,0,1,0,0,0
30341,L49195,L,298.5,308.2,1301,66.3,42,1,0,0,0,0,0
30510,M18119,M,301.2,310.4,1382,52.3,228,1,0,1,0,0,0
30522,L51901,L,303.4,311.8,1364,45.5,195,1,0,1,0,0,0
30525,M19416,M,302.7,310.6,1349,51.2,176,1,0,1,0,0,0
30614,M18995,M,302.1,310.3,1383,60.5,20,1,0,1,0,0,0
30618,L51914,L,303.2,311.5,1363,52.5,228,1,0,1,0,0,0
30624,L51537,L,302.0,309.9,1407,52.8,154,1,0,0,0,0,0
30670,L57002,L,298.5,308.7,1360,60.9,187,1,0,0,0,0,0
30739,L51365,L,302.2,310.6,1357,52.9,161,1,0,1,0,0,0
30755,H33778,H,302.1,310.1,2659,12.5,172,1,0,1,1,0,0
30811,L51585,L,302.4,310.2,1331,46.7,53,1,0,0,0,0,0
30838,M19115,M,302.6,311.0,1377,49.5,111,1,0,1,0,0,0
31049,L48689,L,298.0,308.5,1429,37.7,220,1,0,0,0,1,0
31054,M22286,M,300.0,311.2,1706,28.8,7,1,0,0,0,0,0
31057,H33761,H,302.6,310.4,1324,48.0,182,1,0,1,0,0,0
31209,L51710,L,302.5,310.4,1376,42.0,136,1,0,1,0,0,0
31285,L55538,L,298.7,309.7,1547,37.4,203,1,1,0,0,0,0
31301,L53436,L,301.0,310.6,1493,37.7,206,1,1,0,0,0,0
31356,L51642,L,302.7,310.5,1263,67.8,124,1,0,1,0,0,0
31372,H34202,H,303.9,312.6,2672,10.8,139,1,0,0,1,0,0
31477,H33243,H,302.3,310.9,1366,48.4,198,1,0,1,0,0,0
31500,M18980,M,302.1,310.7,1376,56.2,210,1,0,1,0,0,0
31604,L51281,L,301.9,310.4,1336,62.4,153,1,0,1,0,0,0
31678,L48083,L,295.7,306.2,1446,59.1,149,1,0,0,1,0,0
31689,L53845,L,301.4,310.5,1361,54.2,195,1,0,0,0,1,0
31717,M17286,M,298.9,308.2,1434,63.6,30,1,0,0,1,0,0
31730,L51586,L,301.9,310.3,1326,58.5,55,1,0,1,0,0,0
31786,L54560,L,299.7,310.4,1380,49.3,99,1,0,0,0,1,0
31884,L53351,L,301.0,310.9,1376,49.3,225,1,0,0,0,0,0
31927,H33265,H,302.0,310.5,1379,58.2,97,1,0,1,0,0,0
31941,L52010,L,303.5,312.0,1757,29.7,28,1,0,1,0,0,0
31953,L54191,L,300.5,310.5,2633,12.2,17,1,1,0,1,0,0
32009,L51518,L,302.6,310.3,1299,53.7,87,1,0,1,0,0,0
32016,L49255,L,299.5,309.4,1353,49.1,195,1,0,0,0,1,0
32110,L53705,L,301.1,310.0,1312,73.6,49,1,0,0,1,0,0
32273,M21404,M,301.4,310.8,1410,48.8,202,1,0,0,0,0,0
32383,L48825,L,297.9,307.8,1265,65.3,90,1,0,0,1,0,0
32387,L55788,L,297.4,308.4,1369,50.6,168,1,0,0,0,0,0
32400,M23786,M,297.3,308.3,1351,55.3,207,1,0,0,0,1,0
32457,L51618,L,302.4,310.2,1363,51.9,140,1,0,1,0,0,0
32469,L53434,L,301.0,310.5,1379,48.8,202,1,0,0,0,0,0
32563,H34454,H,303.6,311.7,1363,69.6,18,1,0,0,1,0,0
32568,L55617,L,298.7,309.9,1434,48.4,200,1,0,0,0,0,0
32579,L56847,L,299.0,310.3,1422,48.8,233,1,0,0,0,0,0
32599,H29885,H,297.3,308.8,1419,42.4,23,1,0,0,0,0,0
32649,M23886,M,297.4,308.7,1360,50.2,228,1,1,0,0,0,0
32653,L54181,L,300.5,310.7,1431,52.9,202,1,0,0,0,0,0
32697,L51714,L,303.0,310.3,1361,44.2,114,1,0,1,0,0,0
32704,L51623,L,302.5,310.2,1405,47.1,0,1,0,0,0,0,0
32792,L54191,L,300.5,310.5,1449,40.5,131,1,0,0,0,0,0
32811,L49633,L,299.0,308.6,1365,56.7,114,1,0,0,0,0,0
32831,L51503,L,301.7,310.1,1341,50.5,5,1,0,0,0,0,0
32897,M18141,M,301.2,310.1,1312,57.6,28,1,0,1,0,0,0
32919,M19363,M,302.4,310.1,1412,45.8,93,1,0,0,0,0,0
32985,M19287,M,302.4,310.1,1371,45.6,107,1,0,1,0,0,0
32990,L47501,L,297.4,308.4,1361,46.2,189,1,0,0,0,0,0
33048,M20667,M,301.4,310.9,1359,61.9,163,1,0,0,1,0,0
33174,H33783,H,302.1,310.5,1366,48.1,124,1,0,1,0,0,0
33177,L53435,L,301.0,310.5,1379,44.7,204,1,0,0,0,1,0
33258,L47340,L,298.4,308.2,1431,49.0,216,1,0,0,0,0,0
33265,L52771,L,302.5,311.9,1368,57.4,63,1,0,0,0,1,0
33275,L51790,L,303.0,311.2,1340,61.7,134,1,0,1,0,0,0
33332,M19136,M,302.2,310.4,1356,60.4,167,1,0,1,0,0,0
33347,M19058,M,302.2,311.0,1341,56.7,206,1,0,1,0,0,0
33402,L55376,L,299.4,310.9,1331,57.0,217,1,0,0,0,0,0
33450,M22368,M,300.5,311.9,1418,42.6,209,1,0,0,0,0,0
33562,L47688,L,297.6,309.3,1608,30.8,15,1,0,0,0,0,0
33686,M18151,M,301.2,310.0,1372,65.9,5,1,0,0,1,0,0
33695,M19124,M,302.6,311.0,1351,49.8,141,1,0,1,0,0,0
33702,H30501,H,296.8,307.3,1549,35.2,192,1,0,0,0,0,0
33738,L50549,L,301.7,310.9,1680,8.0,146,1,0,0,1,0,0
33926,M18495,M,302.1,311.4,1340,61.4,62,1,0,1,0,0,0
33939,L48342,L,296.9,307.8,1433,49.2,202,1,0,0,0,1,0
33940,L51214,L,302.0,310.8,1615,46.3,235,1,1,0,0,0,0
33950,L51563,L,301.7,309.5,1298,65.6,229,1,0,1,0,1,0
33970,L51207,L,302.0,311.0,1566,37.8,218,1,0,0,0,0,0
34092,L48689,L,298.0,308.9,1429,37.7,220,1,1,0,0,0,0
34094,L51096,L,302.6,311.6,2678,10.7,10,1,0,0,1,0,0
34101,H35379,H,301.7,311.7,1362,59.1,209,1,0,0,0,1,0
34141,L51421,L,302.4,310.9,1368,52.9,79,1,0,1,0,0,0
34147,M19544,M,303.3,311.5,1396,47.8,107,1,0,0,0,0,0
34192,L51860,L,303.6,311.7,1389,52.7,214,1,0,1,0,1,0
34221,L56843,L,299.0,310.1,1435,48.8,229,1,0,0,0,1,0
34276,H38751,H,297.7,308.9,1330,76.6,203,1,0,0,1,0,0
34333,M19857,M,303.6,312.8,2659,11.4,26,1,0,0,0,0,0
34416,L55376,L,299.4,310.8,1422,53.9,217,1,0,0,0,0,0
34543,L51344,L,302.2,310.6,1286,62.3,109,1,0,1,0,0,0
34545,L48106,L,295.6,306.1,1372,55.6,215,1,0,0,0,0,0
34590,L53436,L,301.0,310.6,1493,37.8,206,1,1,0,0,1,0
34644,H33013,H,301.7,310.5,1388,65.4,176,1,0,1,0,0,0
34734,L51203,L,302.0,310.8,1366,55.7,203,1,0,0,0,1,0
34818,L51412,L,302.2,310.1,1335,48.6,152,1,0,1,0,0,0
34830,L51822,L,303.2,311.4,1238,51.7,226,1,0,1,0,0,0
34853,L51364,L,302.2,310.6,1297,62.3,159,1,0,1,0,0,0
34927,L52886,L,302.4,311.9,1290,70.0,139,1,0,0,0,0,0
35081,M19276,M,302.6,310.5,1336,59.1,153,1,0,1,0,0,0
35133,L51780,L,303.0,310.6,1295,61.2,107,1,0,1,0,0,0
35137,M18795,M,302.6,311.6,1227,68.2,26,1,0,0,0,0,0
35222,L55275,L,300.2,311.6,1352,61.8,171,1,0,0,0,1,0
35246,M19098,M,302.3,311.0,1362,45.6,0,1,0,1,0,0,0
35322,L55708,L,298.4,309.2,1374,55.8,18,1,0,0,0,1,0
35473,L51912,L,303.3,311.5,1301,43.2,78,1,0,1,0,0,0
35489,L49244,L,299.6,309.5,1359,55.4,168,1,0,0,0,1,0
35548,L52670,L,302.6,312.1,1662,28.4,0,1,0,0,0,0,0
35652,M24492,M,299.0,310.0,1337,62.5,146,1,0,0,0,0,0
35662,L56354,L,297.8,308.9,1871,25.6,200,1,1,0,1,0,0
35764,L47340,L,298.4,308.2,1282,60.7,175,1,0,0,0,1,0
35880,L56528,L,298.2,308.7,1436,69.4,85,1,0,0,1,0,0
35945,L55379,L,299.2,310.7,1530,35.0,225,1,1,0,0,0,0
35983,M23793,M,297.3,308.4,1696,30.5,215,1,1,0,0,0,0
36031,M19791,M,303.4,312.1,1306,48.1,92,1,0,1,0,0,0
36046,L49449,L,299.2,308.3,1995,20.1,0,1,0,0,0,0,0
36223,L50446,L,301.3,310.1,1623,36.1,195,1,1,0,0,0,0
36233,M19179,M,301.6,310.2,1394,45.1,54,1,0,1,0,0,0
36272,L51481,L,301.8,310.2,1359,46.9,8,1,0,1,0,0,0
36353,L51320,L,301.7,310.2,1331,52.0,47,1,0,1,0,0,0
36364,L49571,L,299.2,308.4,1480,48.6,142,1,0,0,0,0,0
36385,M18564,M,302.1,311.5,1443,45.3,203,1,1,0,0,0,0
36388,L51580,L,302.1,310.1,1386,62.3,49,1,0,1,0,0,0
36481,L51566,L,301.9,309.7,1366,45.2,0,1,0,1,0,0,0
36523,L55686,L,298.4,309.6,1710,27.3,146,1,0,0,0,0,0
36684,L51380,L,302.4,311.1,1571,29.8,201,1,1,0,0,0,0
36712,L54265,L,300.6,310.3,1484,41.0,213,1,1,0,0,0,0
36809,L51605,L,302.6,310.4,1365,54.3,108,1,0,1,0,0,0
36811,M19428,M,302.7,310.8,1355,36.1,35,1,0,1,0,0,0
36814,L48341,L,297.0,307.8,1315,55.8,200,1,0,0,0,1,0
36850,L53258,L,300.8,310.7,1339,35.1,203,1,0,0,0,0,0
36872,L51653,L,302.7,310.5,1362,56.3,21,1,0,1,0,0,0
36991,L49434,L,299.1,308.3,1325,48.2,204,1,0,0,0,0,0
37016,L51360,L,302.4,310.8,1394,45.0,150,1,0,1,0,0,0
37034,L51642,L,302.3,310.1,1342,41.2,187,1,0,1,0,0,0
37100,L55791,L,297.4,308.3,1372,45.5,207,1,0,0,0,1,0
37276,L51419,L,301.6,311.1,1366,45.8,113,1,0,1,0,0,0
37297,L47788,L,298.0,309.9,1403,47.7,43,1,0,0,1,0,0
37339,L49305,L,299.3,308.9,1258,69.4,100,1,0,0,1,0,0
37391,M19251,M,302.2,310.1,1326,61.0,12,1,0,1,0,0,0
37428,L53936,L,301.7,311.0,1377,55.1,187,1,0,0,0,1,0
37558,L56355,L,297.8,309.0,1403,61.2,0,1,0,0,0,1,0
37616,L50544,L,301.4,310.6,1377,56.3,0,1,1,0,0,0,0
37638,L49504,L,299.3,308.8,1737,26.9,201,1,0,0,0,1,0
37639,L47429,L,298.0,308.7,1405,55.5,215,1,0,0,0,1,0
37795,L56793,L,299.0,310.1,1486,62.5,85,1,0,0,0,0,0
37811,H33279,H,302.6,311.5,1629,34.4,74,1,0,0,0,0,0
37814,M20857,M,300.5,310.2,1571,34.6,228,1,1,0,0,0,0
37888,L51761,L,303.0,311.2,1346,52.9,69,1,0,1,0,0,0
38075,L50690,L,301.7,311.0,1349,60.6,197,1,0,0,0,1,0
38109,L51634,L,302.6,310.3,1245,61.7,177,1,0,0,0,1,0
38136,L51479,L,302.3,310.1,1353,55.3,5,1,0,1,0,0,0
38289,M22144,M,300.1,310.3,1345,57.1,71,1,0,0,1,0,0
38353,H33443,H,302.0,310.7,1679,27.0,222,1,0,1,0,0,0
38393,L51670,L,302.5,310.4,1967,20.3,50,1,0,0,0,0,0
38398,H33443,H,302.0,310.9,1430,38.8,222,1,1,0,0,0,0
38495,L52011,L,303.5,311.8,1366,54.6,30,1,0,1,0,0,0
38544,M21765,M,300.8,311.2,1348,58.8,172,1,0,0,1,0,0
38602,L53121,L,300.7,310.7,1438,48.5,78,1,0,0,0,0,0
38604,M17609,M,299.7,309.2,1431,51.6,75,1,0,0,0,0,0
38680,L51680,L,302.6,310.4,1372,52.8,35,1,0,1,0,0,0
38695,L53339,L,301.0,311.0,1399,58.0,146,1,0,0,0,1,0
38700,L52670,L,302.6,312.1,1288,53.4,0,1,0,0,0,0,0
38749,L56848,L,299.1,310.3,1292,55.9,240,1,0,0,0,1,0
38762,H31096,H,297.9,307.4,1465,45.1,225,1,0,0,0,0,0
38917,L51778,L,303.1,311.2,1368,56.8,111,1,0,1,0,0,0
38951,L51523,L,301.5,310.7,1273,48.9,208,1,0,1,0,1,0
38985,L54505,L,299.9,310.4,1419,53.7,182,1,0,0,0,1,0
39074,H33243,H,302.3,310.9,1636,35.6,130,1,0,0,0,0,0
39088,L54347,L,300.3,310.3,1330,56.5,146,1,0,0,0,0,0
39130,L50038,L,300.5,309.3,1349,51.5,231,1,1,0,0,1,0
39301,H30341,H,295.6,306.0,1396,52.4,0,1,0,0,0,0,0
39348,L51546,L,302.0,309.9,1359,53.8,181,1,0,1,0,0,0
39357,L51854,L,303.1,311.3,1346,49.9,69,1,0,1,0,0,0
39452,L51337,L,302.2,310.5,1330,54.6,9,1,0,1,0,0,0
39494,L48342,L,296.9,307.8,1400,57.1,166,1,0,0,0,1,0
39627,L56836,L,299.0,310.1,1374,54.0,210,1,0,0,0,1,0
39699,L51396,L,302.5,310.8,1370,50.3,20,1,0,1,0,0,0
39738,L51449,L,302.6,311.0,1356,39.2,94,1,0,0,0,0,0
39759,L51625,L,302.6,310.2,1329,55.1,154,1,0,1,0,0,0
39842,M19031,M,302.2,310.5,1317,71.8,134,1,0,1,1,0,0
39872,L48341,L,297.0,307.8,1412,52.1,200,1,0,0,0,1,0
39952,L53270,L,300.9,310.8,1708,29.1,14,1,0,0,1,0,0
39987,L53670,L,300.6,309.9,1365,54.9,171,1,0,0,0,1,0
40043,L56264,L,297.2,307.9,1794,75.4,172,1,0,0,0,0,0
40049,L51770,L,303.1,311.2,1346,58.2,89,1,0,1,0,0,0
40125,M21039,M,301.1,310.9,1396,30.3,12,1,0,0,0,0,0
40184,L48689,L,298.2,308.5,1429,37.7,220,1,0,0,0,1,0
40195,L51294,L,302.0,310.8,1359,51.0,174,1,0,1,0,0,0
40226,L56845,L,299.2,310.3,1371,53.9,231,1,0,0,0,1,0
40513,M20275,M,302.6,312.5,1326,49.3,53,1,0,1,0,0,0
40527,L56264,L,297.2,307.9,1326,75.4,172,1,0,0,0,1,0
40575,H33834,H,302.4,310.3,1348,52.3,97,1,0,1,0,0,0
40632,L54706,L,300.1,311.4,1660,31.4,38,1,1,0,0,0,0
40728,M19435,M,302.8,310.6,1326,48.1,40,1,0,1,0,0,0
40823,M19269,M,302.4,310.1,1361,47.4,54,1,0,1,0,0,0
40850,M19346,M,302.6,310.5,1351,52.1,40,1,0,1,0,0,0
40863,L51575,L,302.3,310.1,1379,44.6,22,1,0,1,0,0,0
40898,L51430,L,302.6,311.0,1366,51.0,99,1,0,1,0,0,0
40987,H33243,H,302.3,310.9,1329,49.6,130,1,0,1,0,0,0
41051,L53258,L,300.9,310.7,1420,59.1,203,1,0,0,0,1,0
41132,M19495,M,303.0,311.2,1361,56.8,171,1,0,1,0,0,0
41136,L51939,L,303.5,311.6,1366,46.1,69,1,0,0,0,0,0
41255,L51039,L,302.7,311.6,1370,54.0,211,1,0,0,0,1,0
41259,L53852,L,301.6,310.6,1358,62.1,214,1,0,0,0,1,0
41332,L56938,L,298.6,309.8,1637,36.2,218,1,1,0,0,0,0
41362,M16184,M,298.8,310.1,1429,74.5,179,1,0,0,1,1,0
41402,L51362,L,302.3,310.7,1362,54.8,213,1,0,1,0,0,0
41415,M24285,M,298.0,308.6,1629,28.9,20,1,1,0,0,0,0
41486,L51505,L,301.6,310.2,1341,51.2,64,1,0,1,0,0,0
41636,L52917,L,302.3,311.8,1348,58.5,212,1,0,1,0,0,0
41701,M15858,M,296.4,307.2,1419,62.3,183,1,0,0,1,0,0
41717,M21404,M,301.4,310.6,1378,46.5,101,1,0,0,1,0,0
41789,L49759,L,299.3,309.1,1356,56.7,189,1,0,0,0,1,0
41812,M19253,M,302.2,310.1,1373,46.6,25,1,0,1,0,0,0
41852,L49195,L,298.5,308.2,1351,66.3,42,1,0,0,1,0,0
41886,L51733,L,302.5,310.5,1361,49.6,0,1,0,1,0,1,0
41946,L51470,L,301.9,310.0,1336,61.8,201,1,0,1,0,0,0
41995,L49195,L,298.5,308.2,1301,46.2,42,1,0,0,0,0,0
42134,L48482,L,298.8,309.8,1437,61.9,144,1,0,0,0,1,0
42158,M19587,M,303.4,311.8,1922,23.9,207,1,0,1,0,0,0
42224,L54275,L,300.6,310.0,1326,59.4,207,1,0,0,0,1,0
42245,L51514,L,301.7,309.8,1349,49.1,94,1,0,1,0,0,0
42423,L48265,L,297.0,307.8,1285,70.5,74,1,0,0,1,0,0
42583,L53258,L,300.8,310.8,1339,59.1,203,1,0,0,0,1,0
42605,L51359,L,302.3,310.9,1351,48.9,148,1,0,1,0,0,0
42617,L51837,L,303.1,311.2,1364,44.6,173,1,0,1,0,0,0
42835,L47257,L,298.8,308.9,1391,58.9,208,1,1,0,0,0,0
42916,L56250,L,297.0,311.4,1359,50.2,153,1,0,0,0,1,0
42975,M19348,M,302.6,310.4,1354,54.1,202,1,0,1,0,0,0
43202,L54263,L,300.7,310.4,1416,46.6,146,1,0,0,0,0,0
43260,L53937,L,301.7,311.2,1822,54.7,204,1,0,0,0,0,0
43283,M15227,M,297.6,308.4,1369,53.6,93,1,0,0,0,0,0
43493,M22688,M,299.8,311.1,1422,47.3,170,1,0,0,0,0,0
43504,M18795,M,302.6,311.6,1227,68.2,57,1,0,0,0,1,0
43514,L56938,L,298.6,309.8,2271,16.2,218,1,0,0,0,0,0
43637,L51481,L,301.7,310.2,1426,61.4,8,1,0,0,1,0,0
43716,L55210,L,300.6,312.0,1366,67.9,3,1,0,0,1,0,0
43718,L47259,L,298.8,308.9,1372,56.4,228,1,0,0,0,1,0
43758,M19544,M,303.6,311.8,1685,44.8,101,1,0,0,0,0,0
43762,L56226,L,297.3,308.4,1365,63.9,69,1,0,0,1,0,0
43869,L54897,L,300.5,311.6,1334,53.0,85,1,0,0,0,0,0
44059,M19695,M,303.4,311.9,1422,47.6,39,1,0,1,0,0,0
44082,L51622,L,302.5,310.2,1378,51.9,119,1,0,1,0,0,0
44161,L51657,L,302.7,310.5,1350,54.3,10,1,0,1,0,0,0
44267,L51642,L,302.7,310.5,1359,46.7,166,1,0,1,0,0,0
44344,L54773,L,300.5,311.2,1270,45.1,208,1,0,0,0,1,0
44438,L51655,L,302.7,310.5,1351,41.8,76,1,0,1,0,0,0
44507,L56793,L,299.0,310.2,1377,62.5,20,1,0,0,0,0,0
44591,H33665,H,302.5,310.8,1356,55.5,101,1,0,1,0,0,0
44695,M15065,M,298.5,308.6,1344,53.0,114,1,0,0,1,0,0
44698,L48499,L,299.0,310.3,1321,45.8,180,1,0,0,0,0,0
44762,M19352,M,302.6,310.5,1340,61.4,56,1,0,1,0,0,0
44987,L51650,L,302.7,310.6,1312,51.6,18,1,0,1,0,0,0
45041,L52162,L,303.7,313.0,1314,46.9,209,1,0,1,0,0,0
45044,M17554,M,299.9,309.3,1284,68.2,204,1,0,0,1,0,0
45091,M16856,M,298.0,308.0,1416,38.2,198,1,1,0,0,0,0
45223,H30501,H,296.7,307.9,1379,35.6,206,1,1,0,0,0,0
45382,L51606,L,302.6,310.3,1375,48.8,105,1,0,1,0,0,0
45417,L53358,L,301.0,310.9,1282,27.3,10,1,0,0,0,0,0
45528,L51670,L,302.6,310.4,1379,47.2,0,1,0,1,0,0,0
45662,H34462,H,303.6,311.8,1271,68.6,14,1,0,0,0,0,0
45741,L56833,L,299.0,309.9,1373,55.7,85,1,0,0,0,1,0
45861,L48685,L,298.4,309.0,1376,54.6,153,1,0,0,0,0,0
45933,L50709,L,301.9,310.9,1567,39.0,214,1,0,0,0,1,0
46012,L48763,L,298.2,308.3,1366,68.2,189,1,0,0,1,1,0
46024,L51828,L,303.3,311.4,2639,12.5,2,1,0,1,0,0,0
46058,L56839,L,298.9,309.8,1270,63.1,216,1,0,0,0,1,0
46094,L53939,L,301.4,311.0,1298,51.3,208,1,1,0,0,0,0
46158,L51645,L,302.6,310.6,1359,45.5,86,1,0,1,0,0,0
46196,M18096,M,300.9,309.4,1342,62.4,113,1,0,0,0,0,0
46387,L51741,L,302.9,310.8,1295,51.7,7,1,0,1,0,0,0
46388,L54936,L,300.5,311.7,1368,57.9,191,1,0,0,0,1,0
46404,L51365,L,302.2,310.6,1348,48.4,26,1,0,1,0,0,0
46430,M23706,M,297.4,308.9,1425,58.2,5,1,1,0,0,1,0
46485,H33001,H,302.4,311.0,1439,44.5,204,1,1,0,0,0,0
46547,L48938,L,298.4,307.4,1379,51.6,193,1,0,0,0,1,0
46567,L51191,L,302.1,310.7,1609,35.2,174,1,0,0,0,0,0
46580,L53258,L,300.8,310.7,1434,59.1,26,1,0,0,1,0,0
46739,L54347,L,300.3,310.3,1362,40.2,206,1,0,0,0,0,0
46766,L53434,L,301.1,310.5,1281,57.2,207,1,0,0,0,1,0
46929,L55870,L,297.1,308.5,1523,35.5,207,1,1,0,0,0,0
46962,L51565,L,301.8,309.7,1379,49.3,229,1,0,1,0,0,0
46981,L55236,L,300.2,311.6,1254,71.6,65,1,0,0,1,0,0
